A,C_KSWCK,C_SAC007,C_SAC022,C_SAC029A,C_SAC041,C_SAC062,C_SAC063,C_SAC065,C_SAC075,C_SAC083,C_SAC093,C_SAC120,C_SAC122,C_SAC148,C_SAC159,C_SAC169,C_SAC185,C_SAC193,C_SAC207,C_SAC217,C_SAC240,C_SAC247,C_SAC257,C_SAC269,C_SAC287,C_YBP002,SP_SAC083_YBP037
1942-11-30,5638.8813,10835.841,10883.414,10883.414,16250.323,16946.35,16997.47,11455.4375,11406.935,11156.202,6659.515,5846.022,6102.5693,6286.486,6264.347,6520.127,7417.4004,7394.8564,6905.0547,7521.046,6780.4204,6795.258,6686.0293,7676.784,5915.8457,190.8366,0.0
1942-12-31,6567.5557,18300.102,17950.732,17950.732,22376.807,22862.89,22906.31,18068.629,18054.893,17992.955,10788.627,9545.679,10120.331,10263.608,10300.984,10528.244,11786.578,11729.24,10954.491,11104.548,9623.03,9623.383,9455.465,9724.655,6855.1465,496.68576,0.0
1943-01-31,10765.929,65180.71,51930.65,51930.65,61623.914,62975.137,63017.9,52049.59,52380.023,52131.21,17986.363,17850.145,19759.588,25241.88,33671.035,35041.49,31526.346,31411.723,28065.371,26696.846,22268.123,22302.373,21893.018,19228.656,11104.978,12422.551,6495.648
1943-02-28,8049.864,42240.06,39125.074,39125.074,46707.69,47780.324,47824.227,41142.29,41173.668,40960.305,19686.29,19607.861,18017.889,18036.105,19257.291,19231.545,17359.146,17314.258,16655.133,16006.885,13934.954,13956.632,13643.774,12686.13,8584.08,3290.0637,988.14996
1943-03-31,12202.218,58512.742,47195.598,47195.598,56108.42,57352.59,57398.36,46683.242,47614.84,47417.812,20076.207,20088.56,18592.025,20386.275,23952.78,24030.32,23436.283,23434.748,22825.432,21714.406,18655.205,18654.127,18267.064,17959.363,12507.74,11263.96,8491.337
1943-04-30,5175.1597,26117.855,25831.568,25831.568,31223.12,30967.951,31023.902,26013.562,26042.303,25766.297,11191.735,10708.601,10708.601,10859.071,10796.381,10761.433,11513.892,11463.909,11155.3545,10650.483,8712.303,9186.435,9002.956,8851.603,5386.805,730.17,0.0
1943-05-31,7737.077,13325.034,13579.913,13579.913,16952.117,16781.645,16860.602,12133.32,12260.38,12207.149,6626.0425,6371.255,6612.311,7359.6514,7317.8145,7463.516,8090.3247,8094.2227,7970.1436,9723.343,8844.948,9755.537,9652.244,9653.5625,7657.9023,442.1013,0.0
1943-06-30,7830.126,7317.2114,7851.9424,7851.9424,13014.889,12861.867,12962.447,8607.203,8826.117,8975.093,4264.7144,4802.1426,5020.4893,5762.967,5735.6655,5819.8877,6857.4897,6867.3384,6806.019,8645.161,8156.7085,9200.072,9110.143,9255.057,7881.802,268.7186,0.0
1943-07-31,13203.062,10496.554,11146.476,11146.476,18439.643,18313.186,18423.373,14985.2295,15177.417,15551.125,6186.3154,6775.9287,7144.78,8119.376,8162.2188,8546.791,9704.856,9757.902,9875.234,12305.001,12219.93,13436.9375,13360.015,13743.122,12888.259,258.68933,0.0
1943-08-31,8770.908,9071.511,9616.753,9616.753,16169.6875,16014.25,16117.88,14235.262,14380.348,14577.687,4195.1206,4511.948,4707.733,5277.876,5267.26,5380.0337,6300.5176,6303.663,6316.307,7961.91,7864.1553,9016.878,8938.297,9270.225,8532.919,199.4729,0.0
1943-09-30,8623.574,10313.936,10560.563,10560.563,17570.209,17377.207,17471.732,15589.511,15590.83,15437.043,7332.7515,6259.7666,6273.7188,6353.471,6346.0234,6500.8906,7367.551,7379.0156,7348.264,8325.473,8223.482,8911.368,8829.704,9182.224,8476.012,238.72395,0.0
1943-10-31,6893.3,7353.5327,7565.5654,7565.5654,12621.141,12410.848,12528.573,11071.697,11159.425,11198.626,6341.304,5946.361,6006.969,6123.698,6128.808,6214.9946,6927.978,6936.4087,6969.496,7698.976,7445.5356,7682.1377,7596.1787,7799.5264,7021.4497,74.45018,0.0
1943-11-30,6515.171,8503.477,8906.538,8906.538,13712.14,13269.08,13320.201,9555.744,9538.073,9541.526,6618.1562,6236.3057,6367.0244,6596.752,6587.0127,6567.611,7054.5435,7049.0923,7054.9624,7804.6616,7403.3433,7418.306,7314.2524,7722.066,6781.3765,100.79547,0.0
1943-12-31,4844.7515,8455.776,8750.691,8750.691,12723.764,12284.652,12328.073,10332.193,10312.544,10301.351,5688.2896,4917.537,5009.421,5155.079,5156.7007,5351.408,5799.3,5784.8057,5797.68,6213.744,5797.007,5794.331,5682.0264,6080.3384,5107.2773,118.35141,0.0
1944-01-31,3250.0,10137.98,10384.566,10384.566,13230.106,12680.199,12722.96,11288.866,11252.979,11157.993,6229.744,5363.0693,5643.8203,5723.7227,5730.8237,5865.2583,5865.9097,5828.8516,5767.899,5581.023,5012.437,5037.968,4912.2,5117.5005,3527.2876,197.50691,0.0
1944-02-29,3250.0,24156.848,22265.148,22265.148,27068.873,25850.484,25892.873,23911.918,23790.576,23117.041,11302.787,8578.717,9292.256,9163.196,9197.045,9266.869,9261.854,9094.826,8753.555,8261.313,6870.3374,6874.151,6693.6294,6526.8506,3750.5742,1183.7961,0.0
1944-03-31,3250.0,15845.251,15422.966,15422.966,19098.947,18311.684,18357.348,16539.18,16564.28,16397.596,8329.358,7886.6714,7919.367,7910.307,7916.5366,7982.403,7606.3755,7603.142,7347.634,7049.2876,5914.463,5911.1313,5734.8667,5725.417,3532.8513,519.5392,0.0
1944-04-30,3250.0,6219.605,6373.18,6373.18,8557.554,8334.569,8390.368,7437.0596,7487.3643,7365.702,4513.354,4281.6895,4281.6895,4460.487,4415.962,4406.563,4775.9966,4755.2827,4587.847,4715.4844,4041.773,4338.8047,4210.529,4889.419,3368.3064,250.63437,0.0
1944-05-31,5939.741,7306.7837,7644.374,7644.374,10038.269,9868.085,9969.793,8548.624,8732.922,8870.358,3973.1208,3607.087,3815.284,4541.731,4544.6274,4659.858,5191.558,5204.9565,5184.8735,6996.099,6370.626,6846.4473,6749.3545,7320.7134,5909.2188,272.93796,0.0
1944-06-30,7513.784,8330.14,8833.568,8833.568,14420.196,14260.272,14360.854,10146.057,10428.478,10721.614,3266.221,3707.4675,3907.5845,4714.4854,4737.6387,5022.16,5865.1836,5889.7637,5898.0493,7832.091,7677.571,8287.623,8211.404,8522.564,7551.0845,206.22269,0.0
1944-07-31,12530.915,10839.57,11483.565,11483.565,18939.85,18813.883,18924.072,15811.773,16034.665,16425.969,5538.7344,6125.666,6503.2935,7508.964,7582.563,8018.9106,8960.772,9019.5205,9204.711,11712.123,11682.787,12439.566,12373.39,12832.069,12204.59,248.55675,0.0
1944-08-31,9113.838,7284.2524,7890.475,7890.475,13608.065,13469.01,13572.64,11166.52,11307.924,11458.354,4386.769,4680.0015,4896.7686,5595.0503,5603.922,5829.026,6425.2036,6432.2344,6498.349,8285.364,8233.589,9038.775,8970.214,9439.7705,8844.476,205.75899,0.0
1944-09-30,6726.353,5509.7725,5819.5845,5819.5845,10535.071,10352.333,10505.582,8930.794,8953.58,8843.569,5440.372,4504.1006,4524.904,4633.422,4636.795,4762.683,5456.51,5470.205,5482.7046,6541.046,6477.8257,6912.0654,6840.23,7141.366,6561.326,197.71938,0.0
1944-10-31,5771.598,4282.8022,4438.9053,4438.9053,8486.281,8271.748,8389.303,7650.6006,7730.046,7735.924,4861.0693,4569.377,4627.6533,4750.2124,4757.2725,4763.932,5498.9404,5506.351,5537.8833,6315.843,6144.9,6274.505,6200.349,6503.845,5869.756,69.580696,0.0
1944-11-30,3250.0,9643.441,9312.277,9312.277,14263.84,13350.52,13401.538,11767.567,11694.523,11388.02,6272.774,5545.1416,5786.5166,5772.6484,5782.9507,5834.721,6451.1636,6406.1426,6279.1777,6711.6323,5784.6753,5786.6343,5679.546,5717.539,3533.2146,276.236,0.0
1944-12-31,4000.493,13339.698,13226.408,13226.408,17469.174,16743.12,16786.457,14301.11,14293.867,14276.053,9005.576,8102.193,8539.987,8750.101,8797.066,9045.008,8963.749,8935.472,8507.352,8642.001,7488.9907,7480.6157,7308.93,6976.289,4294.7944,136.28246,0.0
1945-01-31,3250.0,9408.62,9676.736,9676.736,12405.61,12063.362,12106.04,10487.589,10479.884,10441.673,5919.075,5291.4995,5217.018,5318.547,5311.0493,5427.9614,5826.3022,5805.3047,5620.6357,5452.8364,4827.872,4865.6934,4721.1836,5002.648,3529.9165,186.12117,0.0
1945-02-28,11744.91,51564.336,42148.21,42148.21,50229.11,48452.824,48496.63,39150.31,39561.62,38941.47,18413.453,18204.598,18835.855,21351.72,25963.014,26144.645,24630.98,24586.79,23270.281,22426.547,19779.984,19804.076,19488.072,17550.557,12305.0205,8366.318,4993.4336
1945-03-31,3250.0,16967.922,16316.449,16316.449,20139.697,19325.092,19370.86,17552.8,17529.258,17227.766,10749.956,10015.366,10792.164,10773.788,10748.973,10767.1,9498.99,9421.4795,9154.665,8722.366,7573.423,7570.3315,7401.6016,6138.8784,3575.736,502.4805,0.0
1945-04-30,3250.0,7811.281,8215.749,8215.749,10703.819,10520.124,10576.075,9090.539,9152.394,9018.65,5701.1978,5613.406,5613.406,5829.161,5764.595,5732.9614,5451.9473,5433.094,5185.6636,5311.1094,4494.0483,5175.2446,5038.923,5281.555,3237.7268,248.31769,0.0
1945-05-31,5844.495,11053.514,11344.9,11344.9,14348.725,14165.365,14244.322,9422.568,9596.264,9714.228,5034.814,4732.7817,4943.4453,5600.3228,5587.7935,5687.1426,6174.312,6184.489,6149.413,7923.421,7082.5015,7800.5186,7699.9595,7760.2246,5982.6636,273.58835,0.0
1945-06-30,8569.019,7044.229,7160.928,7160.928,12025.624,11887.416,11987.997,7820.2056,8102.84,8363.053,4176.261,4751.112,4973.581,5760.5264,5771.9995,5948.2417,6763.0674,6780.877,6782.777,8766.763,8483.635,9535.973,9459.511,9644.773,8533.005,762.2979,0.0
1945-07-31,13467.044,10699.188,11396.856,11396.856,18811.184,18693.996,18804.186,14899.585,15130.344,15559.125,5674.4893,6382.916,6804.0186,7833.1934,7891.644,8330.475,9336.794,9393.05,9558.869,12174.576,12135.723,13440.881,13375.655,13814.701,13114.521,269.91013,0.0
1945-08-31,9404.283,8813.728,9395.969,9395.969,15842.066,15702.574,15806.203,12819.497,12978.105,13183.3545,4412.459,4786.3467,5011.311,5687.5586,5691.9473,5850.306,6539.1343,6547.762,6617.79,8403.03,8346.913,9543.525,9476.103,9747.185,9143.217,132.85901,0.0
1945-09-30,6979.265,6159.048,6423.881,6423.881,11431.787,11248.17,11401.42,9568.578,9581.54,9440.831,5590.567,4595.542,4613.406,4706.159,4700.8037,4807.106,5484.421,5494.603,5488.853,6500.4795,6427.378,7118.004,7046.426,7415.9297,6825.085,191.0355,0.0
1945-10-31,5948.9062,6345.4453,6322.971,6322.971,11282.047,11013.24,11130.965,9614.443,9665.696,9603.285,5905.5605,5225.9644,5277.5806,5371.638,5376.966,5461.826,6472.8257,6447.604,6461.013,7057.7485,6503.1406,6547.1475,6469.798,7585.782,6190.8794,183.20253,0.0
1945-11-30,8230.0205,14800.63,15038.071,15038.071,19563.348,19113.377,19164.498,14893.1,14884.575,14850.649,9853.965,8849.567,9582.078,9839.173,9900.417,10243.682,11007.738,10994.046,10985.324,11464.686,10519.446,10541.507,10423.628,10461.014,8509.719,152.80994,0.0
1945-12-31,22415.873,58055.16,40845.215,40845.215,48711.35,47531.47,47574.89,39800.94,40288.4,40114.715,16776.062,16630.615,20855.312,29746.818,42638.156,45418.215,43044.52,42965.844,39721.527,38684.883,34114.402,34132.31,33731.605,32332.57,22829.887,16445.605,12537.406
1946-01-31,8125.2324,35305.45,34821.72,34821.72,41695.047,41165.656,41208.418,36397.57,36463.2,36507.777,17769.436,17872.662,18185.117,18924.559,21022.693,21113.703,18634.922,18578.51,17253.61,16797.176,15127.107,15183.44,14958.494,12582.264,8489.493,1103.0016,0.0
1946-02-28,3748.0322,15493.601,15213.451,15213.451,18854.898,18816.225,18860.127,15884.495,15760.864,15286.834,8972.889,8002.4175,8365.552,8256.291,8150.8916,8028.4097,7534.7134,7481.188,7262.6675,7004.7812,6143.523,6163.3164,6008.072,6154.4995,4251.527,507.06064,0.0
1946-03-31,4469.7583,14486.734,14442.17,14442.17,17956.494,17690.123,17735.89,15770.154,15756.889,15612.556,8885.061,8489.899,8574.744,8532.545,8484.671,8486.097,8335.59,8336.64,8219.627,7975.541,6780.515,6780.6797,6629.058,6755.3706,4784.5127,238.74074,0.0
1946-04-30,4510.4165,11332.388,11714.879,11714.879,14779.685,14563.883,14619.834,11209.4,11277.288,11209.333,6661.4395,6683.323,6694.855,6897.3,6858.8457,6868.0586,7099.2866,7103.6196,6934.798,7010.3906,5920.1396,6638.2407,6495.378,6789.5513,4544.494,228.17432,0.0
1946-05-31,7254.8354,12557.043,12934.468,12934.468,16200.289,16026.044,16105.001,10136.564,10324.641,10481.117,4819.721,4685.6465,4946.9907,5670.2085,5676.962,5816.147,6455.493,6480.8496,6444.973,8368.716,7659.2397,8495.752,8405.348,8827.744,7204.7246,258.57758,0.0
1946-06-30,9429.166,6796.244,7400.0444,7400.0444,12367.946,12225.144,12325.724,8884.121,9172.637,9447.849,3932.4495,4610.2686,4858.8545,5665.7617,5685.982,5941.5757,6861.7456,6890.929,6928.592,8960.454,8855.162,9917.146,9840.939,10310.974,9361.738,231.84743,0.0
1946-07-31,12903.8125,10637.944,11305.307,11305.307,18675.332,18552.234,18662.424,14749.55,14972.459,15371.0625,5518.4277,6154.955,6515.543,7499.205,7555.5864,7976.188,9044.404,9094.313,9252.905,11713.0205,11668.941,12825.533,12757.199,13261.521,12609.84,250.74843,0.0
1946-08-31,9547.1045,8705.774,9294.976,9294.976,15692.203,15553.712,15702.098,14043.088,14214.55,14444.351,4106.443,4507.683,4721.8384,5425.8813,5435.432,5612.718,6553.3135,6566.817,6646.6255,8440.21,8385.477,9544.677,9475.121,9877.324,9273.526,200.40541,0.0
1946-09-30,6982.3765,8936.211,9159.036,9159.036,15490.481,15303.864,15398.39,12309.437,12325.759,12189.494,6022.51,4969.7676,4978.846,5058.6646,5053.764,5142.045,5622.5835,5625.6553,5605.0444,6572.344,6492.09,7118.1064,7043.7812,7471.7266,6875.7354,216.22131,0.0
1946-10-31,5959.247,5538.5024,5738.312,5738.312,10414.471,10200.624,10318.35,8881.186,8966.736,8970.318,5119.11,4840.589,4906.3545,5032.62,5036.3335,5040.9487,5558.492,5569.9097,5613.9355,6388.8354,6212.5845,6454.3364,6378.7925,6696.8804,6086.5845,50.89362,0.0
1946-11-30,4878.444,7841.409,7630.7856,7630.7856,11977.445,11590.789,11641.91,9411.004,9356.845,9200.414,5606.9546,5242.9355,5691.422,5695.557,5708.1646,5721.7935,6043.4185,6035.1934,5999.521,6606.2275,5953.149,5970.9375,5862.3315,6994.0444,5145.9883,288.9022,0.0
1946-12-31,3250.0,9983.829,9891.141,9891.141,14195.061,13659.007,13702.428,11700.489,11673.3,11602.97,6502.4287,5441.556,6025.5005,6050.906,6058.2515,6192.589,6049.988,5983.094,5849.724,6035.53,5140.9634,5140.937,5003.918,5542.809,3527.7231,346.0673,0.0
1947-01-31,3620.295,8560.881,9156.247,9156.247,11799.332,10347.48,10390.241,8672.972,8662.922,8626.745,4850.218,4528.625,4988.8594,4726.228,4717.48,4700.6025,4880.2363,4881.1265,4891.839,4806.5166,4434.109,4481.3076,4371.7065,4766.449,3882.4783,90.33606,0.0
1947-02-28,3250.0,16699.338,15974.946,15974.946,19741.906,17611.846,17655.748,15918.833,15885.706,15706.486,9504.47,8237.358,8483.046,8426.6455,8461.707,8532.825,8381.511,8350.404,8127.7314,7764.1577,6376.095,6392.753,6208.4473,6311.75,3558.4902,496.43405,0.0
1947-03-31,3250.0,15754.591,15476.94,15476.94,19161.816,16958.494,17003.615,15303.326,15330.631,15223.774,9026.727,8643.885,8884.849,8910.19,8942.303,9042.455,8976.72,8984.037,8853.735,8607.54,7310.3374,7309.0615,7162.0527,6347.249,3583.3955,244.65549,0.0
1947-04-30,5447.852,8102.5703,8564.036,8564.036,11109.513,10922.706,10978.657,9789.04,9895.882,9867.426,7415.8506,7520.027,7531.093,7853.0713,7867.61,7938.662,7828.913,7839.846,7660.862,7769.6406,7121.651,7667.2812,7563.5244,7617.225,5470.533,231.93251,0.0
1947-05-31,9003.139,7509.601,8015.2656,8015.2656,10470.292,10308.308,10410.015,8181.1143,8400.083,8581.032,4871.038,4711.991,4970.4272,5766.9688,5767.1685,6011.4536,6595.5435,6608.319,6618.9683,8797.537,8673.336,9374.85,9303.383,9804.178,8879.782,196.24174,0.0
1947-06-30,10958.848,7870.5435,8460.17,8460.17,13885.634,13740.782,13879.075,11104.778,11401.621,11702.501,6526.6675,6995.464,7216.225,7999.388,8044.471,8376.82,9162.305,9192.876,9288.399,11286.699,11235.344,11986.755,11920.062,12226.759,11084.421,212.65656,0.0
1947-07-31,13025.78,10441.29,11137.108,11137.108,18425.744,18442.25,18552.44,15658.107,15889.873,16286.079,6162.915,6799.1206,7172.608,8186.911,8235.981,8659.033,9362.353,9403.465,9572.911,12095.442,12071.752,12988.198,12925.712,13261.625,12722.781,247.12726,0.0
1947-08-31,8851.592,5311.042,5886.212,5886.212,10633.939,10633.619,10737.249,8640.259,8771.915,8881.716,4489.257,4744.909,4944.381,5605.1074,5596.2227,5794.529,6276.945,6278.401,6343.4233,8048.5435,7996.0376,8893.966,8828.649,9163.708,8638.006,186.18375,0.0
1947-09-30,6023.296,4759.711,5096.4272,5096.4272,9461.979,9424.662,9577.912,7996.3594,8020.4766,7913.056,4978.5635,4038.913,4057.842,4148.8135,4137.267,4250.3213,4642.3525,4652.0903,4673.94,5720.232,5652.815,6185.7534,6116.7236,6417.586,5880.6284,186.77774,0.0
1947-10-31,4024.1538,5001.7954,5021.098,5021.098,9350.197,9223.04,9340.766,8458.549,8505.905,8439.977,5220.6655,4570.313,4621.994,4696.329,4696.53,4744.5913,5143.459,5119.763,5148.0967,5694.8325,5201.777,5232.945,5153.038,5560.257,4277.978,79.16222,0.0
1947-11-30,4189.0073,5431.3633,5839.95,5839.95,9542.37,8562.799,8613.921,7749.968,7740.999,7742.8384,5147.253,4929.7563,5199.9277,5211.6943,5219.054,5240.2183,5260.1406,5257.5244,5260.5356,5885.6626,5372.8076,5385.1846,5283.444,5541.721,4448.1216,84.87731,0.0
1947-12-31,3697.5417,4956.815,5337.4546,5337.4546,8320.339,7878.767,7922.188,7070.176,7060.9507,7066.25,4868.475,4610.837,4715.756,4488.7524,4487.929,4483.8027,4544.9478,4541.7964,4567.497,5009.5835,4662.711,4659.3584,4550.5034,4900.234,3955.123,88.75247,0.0
1948-01-31,3250.0,11178.5,11603.784,11603.784,14650.278,12533.585,12576.346,11747.435,11762.003,11810.429,8483.562,8119.612,8181.608,8358.008,8415.047,8635.817,9001.933,9040.696,9003.823,8716.645,7309.2695,7360.9834,7156.269,7135.2915,3585.5894,118.77446,0.0
1948-02-29,5428.921,12239.644,12072.875,12072.875,15196.687,13685.362,13727.751,11702.579,11670.991,11511.884,8004.6035,7117.886,7124.5005,7074.842,7075.9307,7095.416,7225.3916,7215.458,7189.9116,7107.3735,6654.46,6676.2837,6541.315,6846.974,5693.426,138.12186,0.0
1948-03-31,3250.0,13739.829,13472.239,13472.239,16826.697,15063.509,15108.63,13546.926,13563.282,13444.246,9595.69,9056.759,9566.768,9615.276,9655.742,9773.543,9966.455,9954.031,9707.525,9037.264,7693.614,7699.909,7449.2607,6486.155,3492.3604,198.89021,0.0
1948-04-30,8262.93,26200.729,24519.994,24519.994,29695.367,29439.64,29495.008,28514.38,28657.422,28779.818,18115.197,18167.465,18210.043,19052.84,21372.69,21518.441,21066.38,21025.43,20610.05,19883.129,16846.12,16966.912,16632.363,14442.735,8627.159,1969.5872,0.0
1948-05-31,11575.43,24823.236,23714.062,23714.062,28756.602,28515.283,28594.24,22706.223,22874.61,22940.613,15630.194,16095.792,16331.025,17078.26,17425.87,17654.19,16066.415,16045.643,15841.203,17271.79,15480.164,16143.484,16004.753,14573.464,11684.791,1582.8408,0.0
1948-06-30,9206.568,11813.893,12339.595,12339.595,19439.465,19283.588,19384.168,13202.926,13449.349,13600.124,8472.025,8854.25,9025.8125,9937.723,9932.477,10123.766,10421.24,10411.548,10331.019,11925.735,10980.703,12092.414,12007.283,11298.702,9256.074,275.42465,0.0
1948-07-31,13868.32,12371.592,13059.439,13059.439,21278.29,21156.443,21266.633,17414.715,17624.178,17980.469,7645.859,8212.588,8562.327,9562.651,9584.393,9894.18,10595.03,10631.153,10711.837,13132.987,13072.565,14421.808,14358.352,14457.196,13581.038,245.51808,0.0
1948-08-31,8626.406,9759.195,10348.945,10348.945,17256.188,17117.904,17221.533,14625.134,14773.768,14953.752,4641.6704,4861.4497,5053.3916,5707.2856,5676.789,5828.5986,6253.89,6256.268,6288.162,7976.9824,7901.288,9176.872,9111.265,9073.479,8425.238,188.9614,0.0
1948-09-30,7010.0947,9202.02,9411.768,9411.768,15865.512,15671.421,15824.671,14108.875,14125.462,14002.214,6849.6367,5645.7656,5650.08,5720.298,5708.366,5837.0176,6138.902,6146.861,6126.5215,7064.821,6981.9863,7678.915,7609.9756,7600.616,6943.0913,202.42241,0.0
1948-10-31,7088.3325,6559.6216,6747.5903,6747.5903,11912.139,11688.784,11806.509,10049.697,10120.832,10101.393,6506.2603,6041.9434,6091.6367,6217.87,6208.3164,6285.502,6881.956,6887.522,6918.7964,7658.2876,7480.9062,7737.7764,7665.357,7902.4507,7194.8486,50.584564,0.0
1948-11-30,4472.8613,6214.972,6676.7207,6676.7207,10680.162,10081.157,10132.279,7754.916,7739.75,7751.09,4754.8486,4602.4595,4739.711,4736.4526,4726.5366,4710.858,5080.2866,5079.9756,5104.6753,5865.3335,5473.2104,5500.1963,5407.5093,5630.297,4729.1284,68.744675,0.0
1948-12-31,3264.901,9576.791,9424.876,9424.876,13593.53,12501.348,12544.769,10481.111,10423.956,10282.706,5896.8066,4751.848,4956.4136,4725.035,4716.8496,4710.7236,4983.895,4926.1763,4888.863,5253.237,4719.0864,4724.1816,4620.8545,4796.528,3528.3755,233.17197,0.0
1949-01-31,3630.826,7753.6494,8138.1694,8138.1694,10613.453,10080.992,10123.754,8582.423,8554.565,8483.285,4985.8877,4589.064,4935.8657,4665.49,4670.4355,4674.5293,5041.6133,5050.7217,5081.5073,4991.623,4623.6577,4670.8896,4570.565,4794.982,3888.3767,98.08695,0.0
1949-02-28,5000.0,12832.9375,12617.059,12617.059,15830.563,15166.523,15210.426,13550.31,13520.28,13384.23,7484.31,6487.1943,7074.992,7020.079,7043.3105,7098.5317,7901.8203,7920.1846,7911.1953,7758.9375,7205.6226,7228.319,7103.365,6640.0376,5290.3804,134.10207,0.0
1949-03-31,8700.669,36730.652,34501.324,34501.324,41321.848,39412.914,39458.035,37467.79,37556.516,37526.58,17073.67,16932.592,19032.58,22206.69,27667.746,28113.158,24658.182,24542.385,23533.523,22562.72,19754.404,19762.908,19553.166,15597.465,9216.5205,1955.4269,0.0
1949-04-30,3250.0,9069.857,9502.496,9502.496,12202.651,12016.28,12072.23,9602.648,9657.375,9417.058,6433.21,6382.6123,6399.4106,6646.339,6577.0005,6536.4272,6234.967,6185.832,5893.442,6093.049,4792.348,5514.4287,5381.1997,5657.755,3291.1677,255.81117,0.0
1949-05-31,6886.284,10249.085,10650.145,10650.145,13539.458,13371.217,13450.174,8973.034,9159.977,9276.237,5041.478,4675.653,4923.1284,5610.534,5592.321,5756.612,6180.8975,6189.5103,6191.835,8094.329,7447.581,8183.706,8102.583,8348.548,6918.8926,248.08748,0.0
1949-06-30,9794.521,7963.2373,8631.45,8631.45,14130.842,13994.206,14094.787,9762.599,10072.837,10377.14,3986.57,4632.3555,4915.982,5768.917,5782.227,6119.7144,6925.5527,6958.84,7037.9097,9243.431,9175.563,10302.434,10234.966,10525.002,9707.107,249.36089,0.0
1949-07-31,14794.696,10016.467,10737.399,10737.399,17832.615,17710.799,17820.986,14549.661,14762.776,15130.493,7306.621,7988.792,8357.615,9399.257,9463.1875,9906.521,10792.956,10849.824,11050.58,13593.316,13574.307,14770.353,14708.413,15027.618,14453.636,256.62616,0.0
1949-08-31,8735.683,5045.9014,5668.2485,5668.2485,10310.504,10170.186,10273.815,8085.1636,8218.287,8356.843,4316.522,4560.9697,4745.5625,5389.6914,5385.6104,5583.233,6163.3247,6167.3384,6230.962,7889.7163,7842.521,8925.283,8860.419,9056.944,8504.256,180.82594,0.0
1949-09-30,6563.2046,5271.2925,5652.3926,5652.3926,10286.976,10102.391,10255.641,8554.165,8573.693,8462.521,5562.4717,4565.546,4577.1133,4654.905,4645.6763,4749.3447,5277.7856,5287.889,5295.625,6306.461,6242.8745,6885.78,6817.0327,7003.698,6459.169,188.63553,0.0
1949-10-31,6263.221,5558.45,5755.2974,5755.2974,7837.83,7626.601,7744.326,6374.384,6482.144,6524.44,4826.5903,4512.586,4581.9087,4721.521,4728.049,4839.918,5658.497,5679.0835,5732.8125,6569.471,6494.6562,6786.5903,6721.0996,6834.1846,6313.0938,55.882576,0.0
1949-11-30,5633.269,5494.301,5876.802,5876.802,9592.479,9055.288,9106.409,7660.662,7655.169,7684.303,5229.43,4674.295,4764.5273,5019.382,5021.487,5338.1143,5801.3027,5805.0493,5851.902,6674.749,6371.1357,6394.993,6326.4956,6652.1445,5880.4814,94.83466,0.0
1949-12-31,5285.2954,6509.253,6768.7974,6768.7974,10166.918,9409.327,9452.748,8027.6187,8013.462,8009.17,5508.4287,4945.8394,5018.3613,5197.0005,5203.4946,5402.452,5854.649,5859.374,5903.2134,6390.8525,6104.901,6110.0933,6037.8975,6220.909,5534.206,78.11159,0.0
1950-01-31,3250.0,17914.842,16994.26,16994.26,20929.225,19423.648,19466.408,15773.123,15730.682,15486.301,9376.129,8532.574,8854.916,8995.326,9050.804,9243.286,9527.012,9498.033,9223.381,8771.957,7373.384,7406.8506,7126.001,7668.7456,3539.3962,428.89578,0.0
1950-02-28,3250.0,32823.285,31557.268,31557.268,37892.543,34533.285,34577.188,28551.957,28565.262,28359.145,15493.824,14110.944,14430.664,14398.983,14452.965,14541.587,13870.281,13811.642,12896.643,12016.85,9715.698,9734.7295,9317.289,7954.121,3576.925,887.19934,47.52303
1950-03-31,3250.0,14928.265,14831.512,14831.512,18410.008,15400.896,15446.664,13680.155,13684.974,13490.903,9056.462,8598.322,8588.522,8591.656,8581.798,8627.689,8702.799,8694.973,8483.785,8249.275,6740.659,6742.122,6581.6133,6374.792,3553.181,128.93037,0.0
1950-04-30,3250.0,12479.669,12858.489,12858.489,16111.787,15901.151,15957.102,12096.015,12182.251,12142.74,6457.3086,6469.6885,6470.6245,6728.3936,6703.9717,6722.595,7022.656,7023.242,6736.079,6755.9404,5245.979,5831.4653,5717.689,5416.833,3295.182,207.95137,0.0
1950-05-31,7549.05,11383.201,11911.531,11911.531,15008.749,14841.885,14920.842,9032.556,9234.005,9374.473,4743.674,4645.1514,4911.2246,5665.6445,5665.0903,5796.549,6792.088,6813.383,6750.053,8708.045,7920.066,8819.399,8750.902,8946.398,7456.153,235.05127,0.0
1950-06-30,8636.072,7960.9814,8581.782,8581.782,14059.736,13911.755,14012.335,9311.072,9614.034,9921.683,3458.4941,4141.373,4401.7485,5213.8857,5225.162,5444.8,6386.8755,6408.103,6399.418,8486.036,8315.105,9414.187,9349.158,9494.709,8554.084,137.42865,0.0
1950-07-31,13199.344,11765.124,12478.818,12478.818,20416.705,20294.748,20404.938,15136.202,15368.962,15788.018,5545.601,6273.786,6678.2227,7716.4595,7780.8975,8229.184,9231.159,9291.101,9478.387,12091.309,12073.227,13329.873,13270.16,13456.452,12846.022,267.7223,0.0
